FID,STOPID,NAME,TOWN,0730_0930,1200_1400,1500_1830,2000_2100,x,y,z,PhotoF,PhotoS
3966,14737,Meagill Rise Northwell Gate,Otley,2,2,2,1,419059,446624,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14737&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14737&view=side
3967,14738,Weston Drive Ridding Gate,Otley,2,2,2,1,419385,446370,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14738&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14738&view=side
3968,14739,Weston Drive Bennett Court,Otley,1,2,2,1,419522,446304,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14739&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14739&view=side
3969,14740,Farnley Lane Prince Henry Grammar Sch,Otley,2,1,1,1,420281,446143,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14740&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14740&view=side
3970,14741,Cattle Market Street Bridge Street,Otley,2,3,2,1,420253,445730,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14741&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14741&view=side
3971,14743,Leeds Road Gay Lane,Otley,3,3,2,1,420522,445108,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14743&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14743&view=side
3972,14744,Leeds Road Gay Lane,Otley,3,3,2,1,420576,445108,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14744&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14744&view=side
3973,14745,Leeds Road Neville Road,Otley,3,3,2,1,420763,445052,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14745&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14745&view=side
3974,14746,Dyneley Arms Ph,Otley,3,3,1,1,424077,444027,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14746&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14746&view=side
3975,14747,Leeds Road Old Pool Bank,Otley,3,3,2,1,423797,444106,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14747&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14747&view=side
3976,14748,Leeds Road Old Pool Bank,Pool,3,3,1,1,423840,444105,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14748&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14748&view=side
3977,14749,Otley Road,Otley,3,3,2,1,422907,444634,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14749&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14749&view=side
3978,14750,Otley Road,Otley,3,3,1,1,422938,444639,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14750&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14750&view=side
3979,14751,Leeds Road,Otley,3,3,2,1,422263,444733,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14751&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14751&view=side
3980,14752,Leeds Road,Otley,3,3,2,1,422001,444738,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14752&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14752&view=side
3981,14753,Leeds Road,Otley,3,3,2,1,421964,444766,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14753&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14753&view=side
3982,14754,Leeds Road,Otley,3,3,2,1,421447,444856,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14754&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14754&view=side
3983,14755,Leeds Road,Otley,3,3,2,1,421410,444876,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14755&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14755&view=side
3984,14756,Leeds Road,Otley,3,3,2,1,421238,444903,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14756&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14756&view=side
3985,14757,Leeds Road,Otley,3,3,2,1,421209,444930,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14757&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14757&view=side
3986,14758,Westgate Guycroft,Otley,0,0,0,0,419949,445400,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14758&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14758&view=side
3987,14759,Westgate Well Hill,Otley,0,0,0,0,419928,445376,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14759&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14759&view=side
3988,14760,Bradford Road West Chevin Road,Otley,8,10,7,3,419579,445123,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14760&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14760&view=side
3989,14761,Bradford Road Inglewood Drive,Otley,7,10,6,3,419558,445115,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14761&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14761&view=side
3990,14762,Burras Lane Granville Mount,Otley,8,10,7,3,419902,445168,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14762&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14762&view=side
3991,14763,Ilkley Road Grove Hill Park,Otley,2,4,2,1,419412,445116,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14763&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14763&view=side
3992,14764,Leeds Road,Otley,3,4,3,1,419374,445117,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14764&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14764&view=side
3993,14765,Ilkley Road,Otley,2,4,2,1,418351,445829,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14765&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14765&view=side
3994,14766,Ilkley Road,Otley,3,4,3,1,418274,445852,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14766&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14766&view=side
3995,14767,Bradford Road,Otley,5,6,4,2,419411,444975,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14767&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14767&view=side
3996,14768,Bradford Road Duncan Avenue,Otley,4,5,3,2,419025,444856,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14768&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14768&view=side
3997,14769,Bradford Road West Busk Lane,Otley,4,5,4,2,418524,444662,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14769&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14769&view=side
3998,14770,Bradford Road West Busk Lane,Otley,5,6,4,2,418451,444620,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14770&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14770&view=side
3999,14771,Bradford Road,Otley,5,6,4,2,418054,444523,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14771&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14771&view=side
4000,14772,Bradford Road Gill Brow,Otley,4,5,4,2,418090,444540,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14772&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14772&view=side
4001,14773,Otley Road Ellar Gardens,Menston,5,6,4,2,417740,444340,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14773&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14773&view=side
4002,14774,Otley Road Burley Road,Menston,4,6,5,2,417718,444246,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14774&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14774&view=side
4003,14777,K15 Call Lane,Leeds City Centre,7,10,8,5,430339,433354,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14777&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14777&view=side
4004,14778,Z8 Swinegate,Leeds City Centre,7,10,8,5,430116,433214,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14778&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14778&view=side
4005,14779,K11 New York Street,Leeds City Centre,10,11,10,3,430466,433459,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14779&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14779&view=side
4006,14780,F4 York Street,Leeds City Centre,19,22,21,8,430634,433458,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14780&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14780&view=side
4007,14781,F5 York Street,Leeds City Centre,10,13,10,6,430683,433460,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14781&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14781&view=side
4008,14783,York Street F2,Quarry Hill,48,55,44,19,430965,433514,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14783&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14783&view=side
4009,14787,York Street F6,Quarry Hill,52,56,49,22,430892,433472,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14787&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14787&view=side
4010,14789,Cardigan Road Mayville Avenue,Burley,3,4,3,1,428024,435112,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14789&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14789&view=side
4011,14791,Commercial Road Gilbert Chase,Kirkstall,12,15,12,6,426462,435286,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14791&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14791&view=side
4012,14792,Rawdon Road Airedale Drive,Horsforth,7,9,7,4,422868,437724,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14792&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14792&view=side
4013,14793,Ilkley Road Far Mead Croft,Burley In Wharfedale,3,5,3,1,416208,446687,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14793&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14793&view=side
4014,14794,Ilkley Road Far Mead Croft,Burley In Wharfedale,3,5,2,1,416275,446626,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14794&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14794&view=side
4015,14795,Main Street North Parade,Burley In Wharfedale,3,5,3,1,416365,446509,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14795&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14795&view=side
4016,14796,Main Street Peel Place,Burley In Wharfedale,3,5,2,1,416456,446461,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14796&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14796&view=side
4017,14797,Main Street Station Road,Burley In Wharfedale,3,4,3,1,416571,446413,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14797&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14797&view=side
4018,14798,Main Street Iron Row,Burley In Wharfedale,3,4,3,1,416785,446349,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14798&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14798&view=side
4019,14799,Main Street York Road,Burley In Wharfedale,3,4,2,1,416851,446338,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14799&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14799&view=side
4020,14800,Main Street Norwood Avenue,Burley In Wharfedale,3,4,3,1,416979,446282,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14800&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14800&view=side
4021,14801,Main Street Duke Of Wellington Ph,East Keswick,1,1,1,2,436168,444113,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14801&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14801&view=side
4022,14802,Main Street Duke Of Wellington Ph,East Keswick,1,1,1,1,436155,444124,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14802&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14802&view=side
4023,14803,Main Street Moor Lane,East Keswick,1,1,1,2,436053,444482,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14803&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14803&view=side
4024,14804,Main Street Moor Lane,East Keswick,1,1,1,1,436029,444517,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14804&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14804&view=side
4025,14805,Crabtree Lane,East Keswick,1,1,1,2,436239,444766,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14805&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14805&view=side
4026,14806,Crabtree Lane,East Keswick,1,1,1,1,436246,444789,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14806&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14806&view=side
4027,14807,Crabtree Lane Harewood Road,East Keswick,1,1,1,2,436266,445381,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14807&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14807&view=side
4028,14808,Crabtree Lane Harewood Road,East Keswick,1,1,1,1,436264,445401,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14808&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14808&view=side
4029,14809,Harewood Road Hillcrest,Collingham,1,1,1,2,437212,445573,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14809&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14809&view=side
4030,14810,Harewood Road,Collingham,1,1,1,1,437265,445587,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14810&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14810&view=side
4031,14811,Harewood Road,Collingham,1,1,1,1,437659,445619,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14811&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14811&view=side
4032,14812,Harewood Road,Collingham,1,1,1,2,437618,445606,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14812&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14812&view=side
4033,14813,Harewood Road Langwith Avenue,Collingham,1,1,1,1,438001,445772,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14813&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14813&view=side
4034,14814,Harewood Road Langwith Avenue,Collingham,1,1,1,2,437993,445751,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14814&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14814&view=side
4035,14815,Harewood Road Linton Road,Collingham,1,1,1,2,438354,445903,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14815&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14815&view=side
4036,14816,Wetherby Road,Bardsey,1,2,1,1,436676,442246,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14816&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14816&view=side
4037,14817,Wetherby Road Hetchell View,Bardsey,2,2,1,1,436936,442938,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14817&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14817&view=side
4038,14818,Wetherby Road Mill Lane,Bardsey,2,2,2,2,436873,443481,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14818&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14818&view=side
4039,14819,Wetherby Road Rigton Bank,Bardsey,1,1,1,0,436902,443939,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14819&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14819&view=side
4040,14820,Wetherby Road First Avenue,Rigton Hill,1,1,1,0,437203,444253,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14820&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14820&view=side
4041,14821,Wetherby Road First Avenue,Rigton Hill,1,1,1,0,437178,444211,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14821&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14821&view=side
4042,14822,Leeds Road Crabtree Green,Collingham,1,1,1,0,438387,445547,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14822&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14822&view=side
4043,14823,Leeds Road Crabtree Green,Collingham,1,1,1,0,438356,445515,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14823&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14823&view=side
4044,14824,Leeds Road Crabtree Hill,Collingham,1,1,1,0,438562,445724,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14824&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14824&view=side
4045,14825,Leeds Road,Rigton Hill,1,1,1,0,437657,444942,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14825&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14825&view=side
4046,14826,Ring Road Halton Kingswear Parade,Halton,6,6,5,3,436427,434093,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14826&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14826&view=side
4047,14827,Station Road Shopping Centre,Cross Gates,11,11,12,5,436151,434521,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14827&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14827&view=side
4048,14828,Ring Road Cross Gates,Cross Gates,2,2,1,1,436134,435222,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14828&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14828&view=side
4049,14830,Ring Road Shadwell Grange View Gardens,Wellington Hill,1,1,1,0,434730,438046,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14830&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14830&view=side
4050,14831,Ring Road Shadwell,Shadwell,1,1,1,0,434543,438212,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14831&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14831&view=side
4051,14832,Ring Road Shadwell,Shadwell,1,1,1,0,434517,438221,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14832&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14832&view=side
4052,14833,Ring Road Shadwell Elmete Lane,Shadwell,1,1,1,0,434106,438740,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14833&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14833&view=side
4053,14834,Ring Road Shadwell Elmete Lane,Shadwell,1,1,1,0,434109,438747,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14834&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14834&view=side
4054,14835,Ring Road Shadwell,Shadwell,1,1,1,0,433616,438992,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14835&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14835&view=side
4055,14836,Ring Road Shadwell,Shadwell,1,1,1,0,433620,439002,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14836&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14836&view=side
4056,14837,Ring Road Moortown Roundhay Park Lane,Shadwell,1,1,1,0,433013,439228,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14837&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14837&view=side
4057,14838,Wetherby Road Carr Lane,Shadwell,1,2,1,1,435445,439882,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14838&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14838&view=side
4058,14839,Wetherby Road Stoney Lane,Shadwell,2,2,1,1,435672,440208,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14839&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14839&view=side
4059,14840,Wetherby Road Stoney Lane,Shadwell,1,2,1,1,435704,440251,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14840&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14840&view=side
4060,14841,Wetherby Road Grange Cottages,Scarcroft,2,2,1,1,435939,440515,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14841&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14841&view=side
4061,14842,Wetherby Road Grange Cottages,Scarcroft,1,2,1,1,435938,440535,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14842&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14842&view=side
4062,14843,Wetherby Road,Scarcroft,2,2,1,1,436151,440913,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14843&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14843&view=side
4063,14844,Wetherby Road Eversley View,Scarcroft,2,2,1,1,436199,441039,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14844&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14844&view=side
4064,14845,Wetherby Road Ling Lane,Scarcroft,1,2,1,1,436271,441285,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14845&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14845&view=side
4065,14846,Wetherby Road Carr Lane,Shadwell,2,2,1,1,435418,439733,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14846&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14846&view=side
4066,14848,Roundhay Road Harehills Avenue,Harehills,13,14,12,5,432139,436119,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14848&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14848&view=side
